anchor_id,object_id,step_length,reference_step_length,projected_x,projected_y,projected_tile,object_centroid_projected_x,object_centroid_projected_y,radial_dist_from_object_centroid,radial_angle_from_object_centroid,nearest_anchor_kind,nearest_corner_dist,nearest_edge_dist,radial_offset_x,radial_offset_y,hit,collider_id,domain_id,boundary_events,portal_events,hit_distance,path_length,decision_risk,matched_reference_decision,required_precision_label
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,176,90,2,160,90,16,0,Centroid,-1,66.94027,16,0,1,25887245710,-1,0,0,7.955133,7.956283,2.242556,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,176,90,2,160,90,16,0,Centroid,-1,66.94027,16,0,0,0,-1,0,0,-1,6.403156,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,144,90,2,160,90,16,3.141593,Centroid,-1,66.94027,-16,0,1,25887245710,-1,0,0,8.032019,8.039972,2.255624,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,144,90,2,160,90,16,3.141593,Centroid,-1,66.94027,-16,0,1,25887245710,-1,0,0,8.031934,8.037529,2.255242,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,144,90,2,160,90,16,3.141593,Centroid,-1,66.94027,-16,0,1,25887245710,-1,0,0,8.03188,8.037548,2.255245,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,144,90,2,160,90,16,3.141593,Centroid,-1,66.94027,-16,0,0,0,-1,0,0,-1,6.40317,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,106,2,160,90,16,1.570796,Centroid,-1,49,0,16,1,25887245710,-1,0,0,8.004549,8.010027,2.250965,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,106,2,160,90,16,1.570796,Centroid,-1,49,0,16,1,25887245710,-1,0,0,8.004526,8.012523,2.251355,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,106,2,160,90,16,1.570796,Centroid,-1,49,0,16,1,25887245710,-1,0,0,8.004549,8.006214,2.25037,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,106,2,160,90,16,1.570796,Centroid,-1,49,0,16,0,0,-1,0,0,-1,6.403079,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,160,74,2,160,90,16,-1.570796,Centroid,-1,50,0,-16,1,25887245710,-1,0,0,8.002726,8.009983,2.250962,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,160,74,2,160,90,16,-1.570796,Centroid,-1,50,0,-16,1,25887245710,-1,0,0,8.002664,8.012519,2.251358,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,160,74,2,160,90,16,-1.570796,Centroid,-1,50,0,-16,1,25887245710,-1,0,0,8.0027,8.006196,2.25037,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,160,74,2,160,90,16,-1.570796,Centroid,-1,50,0,-16,0,0,-1,0,0,-1,6.40306,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,176,106,2,160,90,22.62742,0.785398,Centroid,-1,51.5461,16,16,1,25887245710,-1,0,0,7.971046,7.979983,2.24626,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,176,106,2,160,90,22.62742,0.785398,Centroid,-1,51.5461,16,16,1,25887245710,-1,0,0,7.970983,7.975019,2.245485,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,176,106,2,160,90,22.62742,0.785398,Centroid,-1,51.5461,16,16,1,25887245710,-1,0,0,7.970943,7.975023,2.245486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,176,106,2,160,90,22.62742,0.785398,Centroid,-1,51.5461,16,16,0,0,-1,0,0,-1,6.403144,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,176,74,2,160,90,22.62742,-0.785398,Centroid,-1,52.49762,16,-16,1,25887245710,-1,0,0,7.969155,7.980016,2.246269,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,176,74,2,160,90,22.62742,-0.785398,Centroid,-1,52.49762,16,-16,1,25887245710,-1,0,0,7.969146,7.974998,2.245486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,176,74,2,160,90,22.62742,-0.785398,Centroid,-1,52.49762,16,-16,1,25887245710,-1,0,0,7.96911,7.974999,2.245486,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,176,74,2,160,90,22.62742,-0.785398,Centroid,-1,52.49762,16,-16,0,0,-1,0,0,-1,6.403124,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,144,106,2,160,90,22.62742,2.356194,Centroid,-1,51.5461,-16,16,1,25887245710,-1,0,0,8.047932,8.055016,2.257976,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,144,106,2,160,90,22.62742,2.356194,Centroid,-1,51.5461,-16,16,1,25887245710,-1,0,0,8.047899,8.050019,2.257195,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,144,106,2,160,90,22.62742,2.356194,Centroid,-1,51.5461,-16,16,1,25887245710,-1,0,0,8.047851,8.050035,2.257198,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,144,106,2,160,90,22.62742,2.356194,Centroid,-1,51.5461,-16,16,0,0,-1,0,0,-1,6.403158,0,1,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.015,0.003125,144,74,2,160,90,22.62742,-2.356194,Centroid,-1,52.49762,-16,-16,1,25887245710,-1,0,0,8.046096,8.054976,2.257973,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.0125,0.003125,144,74,2,160,90,22.62742,-2.356194,Centroid,-1,52.49762,-16,-16,1,25887245710,-1,0,0,8.046029,8.050013,2.257198,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.00625,0.003125,144,74,2,160,90,22.62742,-2.356194,Centroid,-1,52.49762,-16,-16,1,25887245710,-1,0,0,8.045994,8.050017,2.257199,0,0.003125
geometry:25836914057:centroid,geometry:25836914057,0.003125,0.003125,144,74,2,160,90,22.62742,-2.356194,Centroid,-1,52.49762,-16,-16,0,0,-1,0,0,-1,6.40314,0,1,0.003125
